DOC,Titre,Chapitre,Section,Article,Contenu,Pages
Loi n° 17-95,TITRE VIII DES TRANSFORMATIONS ET DES EXTENSIONS DES SOCIETES ANONYMES,Chapitre II : Des fusions et des scissions,Section II : Dispositions propres aux Sociétés Anonymes,Article 233 :,"Le conseil d'administration ou le directoire de chacune des sociétés participant à l'opération de fusion en communique le projet au ou aux commissaires aux comptes au moins 45 jours avant la date de l'assemblée générale appelée à se prononcer sur ledit projet. Le ou les commissaires aux comptes peuvent obtenir auprès de chaque société communication de tous les documents utiles et procéder à toutes vérifications nécessaires. Ils vérifient que la valeur relative attribuée aux actions des sociétés participant à l'opération est pertinente et que le rapport d'échange est équitable. Le rapport du ou des commissaires aux comptes indique la ou les méthodes suivies pour la détermination du rapport d'échange proposé, si elles sont adéquates en l'espèce, et les difficultés particulières à l'évaluation s'il en existe. Ils vérifient notamment si le montant de l'actif net apporté par les sociétés absorbées est au moins égal au montant de l'augmentation de capital de la société absorbante ou au montant du capital de la société nouvelle issue de la fusion. La même vérification est faite en ce qui concerne le capital des sociétés bénéficiaires de la scission.","[82, 83]"
Loi n° 17-95,TITRE VIII DES TRANSFORMATIONS ET DES EXTENSIONS DES SOCIETES ANONYMES,Chapitre II : Des fusions et des scissions,Section II : Dispositions propres aux Sociétés Anonymes,Article 234 :(Complété par l'article 1er de la loi n° 20-05 promulguée par le dahir n° 1-08-18 du 23 mai 2008 - 17 joumada I 1429 ; B.O. n° 5640 du 19 juin 2008).,"Toute société anonyme participant à une opération de fusion ou de scission doit mettre à la disposition des actionnaires au siège social, trente jours au moins avant la date de l'assemblée générale appelée à se prononcer sur le projet, les documents suivants : 1) le projet de fusion ou de scission ; 2) les rapports mentionnés aux articles 232 et 233 ; 3) les états de synthèse approuvés ainsi que les rapports de gestion des trois derniers exercices des sociétés participant à l'opération ; 4) un état comptable, établi selon les mêmes méthodes et la même présentation que le dernier bilan annuel, arrêté à une date qui, si les derniers états de synthèse se rapportent à un exercice dont la fin est antérieure de plus de six mois à la date du projet de fusion ou de scission, doit être antérieure de moins de trois mois à la date de ce projet. Tout actionnaire peut obtenir, sur simple demande et sans frais, copie totale ou partielle des documents susvisés, de chacune des sociétés participant à l'opération de fusion ou de scission. Lorsqu'une ou plusieurs sociétés participant à l'opération de fusion font appel public à l'épargne, le rapport visé à l'alinéa 4 de l'article 233 ci-dessus, est remis au conseil déontologique des valeurs mobilières selon les modalités qu'il fixe.",[83]
Loi n° 17-95,TITRE VIII DES TRANSFORMATIONS ET DES EXTENSIONS DES SOCIETES ANONYMES,Chapitre II : Des fusions et des scissions,Section II : Dispositions propres aux Sociétés Anonymes,Article 235 :,L'assemblée générale extraordinaire de la société absorbante statue sur l'approbation des apports en nature.,[83]
Loi n° 17-95,TITRE VIII DES TRANSFORMATIONS ET DES EXTENSIONS DES SOCIETES ANONYMES,Chapitre II : Des fusions et des scissions,Section II : Dispositions propres aux Sociétés Anonymes,Article 236 :,"Le projet de fusion est soumis aux assemblées d'obligataires des sociétés absorbées, à moins que le remboursement des titres sur simple demande de leur part ne soit offert aux obligataires. L'offre de remboursement est publiée au Bulletin officiel et à deux reprises, dans deux journaux d'annonces légales. Le délai entre les deux insertions est de dix jours au moins. Les titulaires d'obligations nominatives sont informés en outre de l'offre par lettre recommandée. Si toutes les obligations sont nominatives, la publicité prévue ci- dessus est facultative. Lorsqu'il y a lieu à remboursement sur simple demande, la société absorbante devient débitrice des obligataires de la société absorbée. Tout obligataire qui n'a pas demandé le remboursement dans le délai de 3 mois à compter de la dernière formalité de publicité ou de l'envoi de la lettre recommandée prévue au 3e alinéa du présent article, conserve sa qualité dans la société absorbante aux conditions fixées par le contrat de fusion.","[83, 84]"
Loi n° 17-95,TITRE VIII DES TRANSFORMATIONS ET DES EXTENSIONS DES SOCIETES ANONYMES,Chapitre II : Des fusions et des scissions,Section II : Dispositions propres aux Sociétés Anonymes,Article 237 :,"Le projet de scission est soumis aux assemblées d'obligataires de la société scindée, à moins que le remboursement des titres sur simple demande de leur part ne soit offert auxdits obligataires. Dans ce cas, les dispositions de l'article 236, 1er et 2e alinéas sont applicables. Lorsqu'il y a lieu à remboursement sur simple demande, les sociétés bénéficiaires des apports résultant de la scission sont débitrices solidaires des obligataires qui demandent le remboursement.",[84]
Loi n° 17-95,TITRE VIII DES TRANSFORMATIONS ET DES EXTENSIONS DES SOCIETES ANONYMES,Chapitre II : Des fusions et des scissions,Section II : Dispositions propres aux Sociétés Anonymes,Article 238 :,"Le projet de fusion ou le projet de scission n'est pas soumis aux assemblées d'obligataires respectivement de la société absorbante et des sociétés auxquelles le patrimoine est transmis. Toutefois, l'assemblée générale ordinaire des obligataires peut donner mandat aux représentants de la masse de former opposition à la fusion ou à la scission, dans les conditions et sous les effets prévus à l'article 239 (2e alinéa et suivants).",[84]
Loi n° 17-95,TITRE VIII DES TRANSFORMATIONS ET DES EXTENSIONS DES SOCIETES ANONYMES,Chapitre II : Des fusions et des scissions,Section II : Dispositions propres aux Sociétés Anonymes,Article 239 :,"La société absorbante est débitrice des créanciers non obligataires de la société absorbée aux lieu et place de celle-ci, sans que cette substitution emporte novation à leur égard. Tout créancier non obligataire de l'une des sociétés participant à l'opération de fusion peut, si sa créance est antérieure à la publicité donnée au projet de fusion, former opposition dans le délai de trente jours à compter de la dernière insertion prévue à l'article 226 (2e alinéa). L'opposition est portée devant le tribunal du siège de la société débitrice. Elle ne suspend pas la poursuite des opérations de fusion. Lorsqu'il estime l'opposition fondée, le tribunal ordonne soit le remboursement de la créance, soit la constitution de garanties au profit du créancier par la société absorbante si elle en offre et si elles sont jugées suffisantes. A défaut de remboursement ou de constitution de garanties ordonnées, la fusion est inopposable au créancier opposant. Les dispositions du présent article ne font pas obstacle à l'application des conventions qui autorisent le créancier à exiger le remboursement immédiat de sa créance en cas de fusion de la société débitrice avec une autre société.","[84, 85]"
Loi n° 17-95,TITRE VIII DES TRANSFORMATIONS ET DES EXTENSIONS DES SOCIETES ANONYMES,Chapitre II : Des fusions et des scissions,Section II : Dispositions propres aux Sociétés Anonymes,Article 240 :,"Les sociétés bénéficiaires des apports résultant de la scission sont débitrices solidaires des obligataires et des créanciers non obligataires de la société scindée, aux lieu et place de celle-ci, sans que cette substitution emporte novation à leur égard. Toutefois, et par dérogation à l'alinéa précédent, il peut être stipulé que les sociétés bénéficiaires de la scission ne seront tenues que de la partie du passif de la société scindée mise à la charge respective et sans solidarité entre elles. Dans ce dernier cas, les créanciers non obligataires des sociétés participantes peuvent former opposition à la scission dans les conditions et sous les effets prévus à l'article 239, 2e alinéa et suivants.",[85]
Loi n° 17-95,TITRE VIII DES TRANSFORMATIONS ET DES EXTENSIONS DES SOCIETES ANONYMES,Chapitre II : Des fusions et des scissions,Section II : Dispositions propres aux Sociétés Anonymes,Article 241 :,"Si l'assemblée des obligataires de la société absorbée ou scindée n'a pas approuvé le projet de fusion ou de scission, selon le cas, ou n'a pu délibérer valablement faute du quorum requis, le conseil d'administration ou le directoire peut passer outre. La décision est publiée dans le journal d'annonces légales dans lequel a été inséré l'avis de convocation de l'assemblée et si la société fait publiquement appel à l'épargne, au Bulletin officiel. Les obligataires conservent alors leur qualité dans la société absorbante ou dans les sociétés bénéficiaires des apports résultant de la scission, selon le cas. Toutefois, l'assemblée des obligataires peut donner mandat aux représentants de la masse de former opposition à l'opération dans les conditions et sous les effets prévus à l'article 239, 2e alinéa et suivants.",[85]
Loi n° 17-95,TITRE VIII DES TRANSFORMATIONS ET DES EXTENSIONS DES SOCIETES ANONYMES,Chapitre II : Des fusions et des scissions,Section II : Dispositions propres aux Sociétés Anonymes,Article 242 :,"Les dispositions des articles 231, 232, 233 et 235 sont applicables à la scission. DES VALEURS MOBILIERES EMISES PAR LES SOCIETES ANONYMES","[86, 87]"
Loi n° 17-95,TITRE IX DES VALEURS MOBILIERES EMISES PAR LES SOCIETES ANONYMES,Chapitre II : Des fusions et des scissions,Section II : Dispositions propres aux Sociétés Anonymes,Article 243 :,"Les valeurs mobilières émises par les sociétés anonymes sont les actions formant le capital social, les certificats d'investissement et les obligations. Sont assimilés à des valeurs mobilières les droits d'attribution ou de souscription détachés des valeurs mobilières ci-dessus énumérées. Ne sont pas des valeurs mobilières soumises aux dispositions de la présente loi, les titres de créances négociables régis par la loi n° 35-94 promulguée par le dahir n° 1- 95-3 du 24 chaabane 1415 (26 janvier 1995).",[87]
